Gene stable ID	Gene name	Gene type	Gene Synonym	Chromosome/scaffold name	NCBI gene (formerly Entrezgene) ID
WBGene00000694	col-120	protein_coding		IV	177748
WBGene00000695	col-121	protein_coding		IV	177771
WBGene00000696	col-122	protein_coding		IV	177789
WBGene00000697	col-123	protein_coding		IV	177823
WBGene00000698	col-124	protein_coding		IV	177901
WBGene00000699	col-125	protein_coding		IV	178029
WBGene00000700	col-126	protein_coding		IV	178034
WBGene00000701	col-127	protein_coding		IV	186228
WBGene00000702	col-128	protein_coding		IV	178076
WBGene00000703	col-129	protein_coding		IV	178155
WBGene00000704	col-130	protein_coding		IV	178193
WBGene00000705	col-131	protein_coding		IV	178254
WBGene00000706	col-132	protein_coding		IV	183347
WBGene00000707	col-133	protein_coding		IV	186083
WBGene00000708	col-135	protein_coding		IV	3565413
WBGene00000709	col-136	pseudogene		IV	
WBGene00000710	col-137	protein_coding		IV	190149
WBGene00000711	col-138	protein_coding		IV	183722
WBGene00000712	col-139	protein_coding		V	178857
WBGene00000713	col-140	protein_coding		V	178971
WBGene00000714	col-141	protein_coding		V	188515
WBGene00000715	col-142	protein_coding		V	188514
WBGene00000716	col-143	protein_coding		V	179073
WBGene00000717	col-144	protein_coding		V	179296
WBGene00000718	col-145	protein_coding		V	179297
WBGene00000719	col-146	protein_coding		V	188178
WBGene00000720	col-147	protein_coding		V	179351
WBGene00000721	col-148	protein_coding		V	182542
WBGene00000722	col-149	protein_coding		V	179431
WBGene00000723	col-150	protein_coding		V	181814
WBGene00000724	col-151	protein_coding		V	179448
WBGene00000725	col-152	protein_coding		V	185212
WBGene00000726	col-153	protein_coding		V	179517
WBGene00000727	col-154	protein_coding		V	186300
WBGene00000728	col-155	protein_coding		V	186301
WBGene00000729	col-156	protein_coding		V	186439
WBGene00000730	col-157	protein_coding		V	188426
WBGene00000731	col-158	protein_coding		V	179619
WBGene00000732	col-159	protein_coding		V	179803
WBGene00000733	col-160	protein_coding		V	179804
WBGene00000734	col-161	protein_coding		V	179812
WBGene00000735	col-162	protein_coding		V	179825
WBGene00000736	col-163	protein_coding		V	3564794
WBGene00000737	col-164	protein_coding		X	180523
WBGene00000738	col-165	protein_coding		X	180710
WBGene00000739	col-166	protein_coding		X	180902
WBGene00000740	col-167	protein_coding		X	180907
WBGene00000741	col-168	protein_coding		X	180908
WBGene00000742	col-169	protein_coding		X	180909
WBGene00000743	col-170	protein_coding		X	353462
WBGene00000744	col-171	protein_coding		X	353463
WBGene00000745	col-172	protein_coding		X	180934
WBGene00000746	col-173	protein_coding		X	180960
WBGene00000747	col-174	protein_coding		X	181014
WBGene00000748	col-175	protein_coding		X	24104282
WBGene00000749	col-176	protein_coding		X	181219
WBGene00000750	col-177	protein_coding		X	181290
WBGene00000751	col-178	protein_coding		X	181307
WBGene00000752	col-179	protein_coding		X	181308
WBGene00000753	col-180	protein_coding		X	181356
WBGene00000754	col-181	protein_coding		X	181378
WBGene00000755	col-182	protein_coding		X	187723
WBGene00000756	col-183	protein_coding		X	184081
WBGene00000757	col-184	protein_coding		X	181470
WBGene00000758	col-185	protein_coding		X	3565052
WBGene00000759	col-186	protein_coding		X	184015
WBGene00000760	col-187	protein_coding		X	181685
WBGene00000761	coq-1	protein_coding		I	172190
WBGene00000762	coq-2	protein_coding		III	175969
WBGene00000763	coq-3	protein_coding		IV	178403
WBGene00000764	coq-4	protein_coding		I	171966
WBGene00000765	coq-5	protein_coding		III	176099
WBGene00000766	coq-6	protein_coding		V	179316
WBGene00000767	coq-8	protein_coding		III	175647
WBGene00000768	cor-1	protein_coding		III	176440
WBGene00000770	cpb-1	protein_coding		III	176310
WBGene00000771	cpb-2	protein_coding		II	174027
WBGene00000772	cpb-3	protein_coding		I	172244
WBGene00000773	cpf-1	protein_coding		II	174378
WBGene00000774	cpf-2	protein_coding		III	176742
WBGene00000775	cpin-1	protein_coding		IV	185473
WBGene00000776	cpl-1	protein_coding		V	180111
WBGene00000777	cpn-1	protein_coding		I	172660
WBGene00000778	cpn-2	protein_coding		II	173424
WBGene00000779	cpn-3	protein_coding		I	171986
WBGene00000780	cpn-4	protein_coding		I	172996
WBGene00000781	cpr-1	protein_coding		V	179637
WBGene00000782	cpr-2	protein_coding		V	185355
WBGene00000783	cpr-3	protein_coding		V	180033
WBGene00000784	cpr-4	protein_coding		V	179053
WBGene00000785	cpr-5	protein_coding		V	178612
WBGene00000786	cpr-6	protein_coding		X	180931
WBGene00000787	cps-6	protein_coding		I	172045
WBGene00000788	cpz-1	protein_coding		I	171829
WBGene00000789	cpz-2	protein_coding		V	179818
WBGene00000792	crb-1	protein_coding		X	181771
WBGene00000793	crh-1	protein_coding		III	176597
WBGene00000794	crn-1	protein_coding		I	171917
WBGene00000795	crn-2	protein_coding		V	178945
WBGene00000796	crn-3	protein_coding		II	3565889
WBGene00000797	crn-4	protein_coding		X	180536
WBGene00000798	crn-5	protein_coding		II	174634
WBGene00000799	crn-6	protein_coding		III	176316
WBGene00000800	cars-1	protein_coding		I	171821
WBGene00000801	cars-2	pseudogene		I	
WBGene00000802	crt-1	protein_coding		V	178997
WBGene00000803	csb-1	protein_coding		X	181674
WBGene00000804	csc-1	protein_coding		II	175006
WBGene00000812	csk-1	protein_coding		I	266817
WBGene00000813	csn-1	protein_coding		V	180168
WBGene00000814	csn-2	protein_coding		I	172278
WBGene00000815	csn-3	protein_coding		IV	176834
WBGene00000816	csn-4	protein_coding		IV	176927
WBGene00000817	csn-5	protein_coding		IV	177342
WBGene00000818	csn-6	protein_coding		IV	178289
WBGene00000819	csp-1	protein_coding		II	175007
WBGene00000820	csp-2	protein_coding		IV	177391
WBGene00000821	csp-3	protein_coding		I	190006
WBGene00000822	csq-1	protein_coding		X	181563
WBGene00000829	ctb-1	protein_coding		MtDNA	
WBGene00000830	ctl-1	protein_coding		II	259738
WBGene00000831	ctl-2	protein_coding		II	175085
WBGene00000832	ctn-1	protein_coding		I	171818
WBGene00000833	cts-1	protein_coding		III	176437
WBGene00000834	cua-1	protein_coding		III	176770
WBGene00000835	cuc-1	protein_coding		III	176102
WBGene00000836	cul-1	protein_coding		III	176466
WBGene00000837	cul-2	protein_coding		III	176806
WBGene00000838	cul-3	protein_coding		V	178547
WBGene00000839	cul-4	protein_coding		II	174198
WBGene00000840	cul-5	protein_coding		V	179413
WBGene00000841	cul-6	protein_coding		IV	178214
WBGene00000843	cup-2	protein_coding		I	172915
WBGene00000845	cup-4	protein_coding		III	176104
WBGene00000846	cup-5	protein_coding		III	176074
WBGene00000851	cut-1	protein_coding		II	174720
WBGene00000853	cut-6	protein_coding		III	176520
WBGene00000854	cux-7	protein_coding		III	176066
WBGene00000857	cwn-1	protein_coding		II	173399
WBGene00000858	cwn-2	protein_coding		IV	177870
WBGene00000859	cwp-1	protein_coding		V	178876
WBGene00000860	cwp-2	protein_coding		V	183297
WBGene00000861	cwp-3	protein_coding		V	183296
WBGene00000862	cwp-4	protein_coding		V	178894
WBGene00000863	cya-1	protein_coding		III	176287
WBGene00000864	cya-2	protein_coding		II	186646
WBGene00000865	cyb-1	protein_coding		IV	177965
WBGene00000866	cyb-2.1	protein_coding		IV	177994
WBGene00000867	cyb-2.2	protein_coding		I	171993
WBGene00000868	cyb-3	protein_coding		V	180040
WBGene00000869	cyc-1	protein_coding		I	172582
WBGene00000870	cyd-1	protein_coding		II	174941
WBGene00000871	cye-1	protein_coding		I	172399
WBGene00000872	cyk-1	protein_coding		III	175983
WBGene00000874	cyk-3	protein_coding		III	175853
WBGene00000875	cyk-4	protein_coding		III	176815
WBGene00000876	cyl-1	protein_coding		V	179643
WBGene00000877	cyn-1	protein_coding		V	179936
WBGene00000878	cyn-2	protein_coding		III	176807
WBGene00000879	cyn-3	protein_coding		V	180028
WBGene00000880	cyn-4	protein_coding		II	174674
WBGene00000881	cyn-5	protein_coding		I	173374
WBGene00000882	cyn-6	protein_coding		III	175231
WBGene00000883	cyn-7	protein_coding		V	180027
WBGene00000884	cyn-8	protein_coding		X	181136
WBGene00000885	cyn-9	protein_coding		III	175471
WBGene00000886	cyn-10	protein_coding		II	174132
WBGene00000887	cyn-11	protein_coding		II	174394
WBGene00000888	cyn-12	protein_coding		IV	191627
WBGene00000889	cyn-13	protein_coding		IV	178487
WBGene00000890	sig-7	protein_coding		I	172664
WBGene00000891	cyn-15	protein_coding		I	173225
WBGene00000892	cyn-16	protein_coding		II	174843
WBGene00000893	cyn-17	protein_coding		V	178969
WBGene00000894	dab-1	protein_coding		II	174323
WBGene00000895	dac-1	protein_coding		III	175238
WBGene00000896	dad-1	protein_coding		I	172370
WBGene00000897	daf-1	protein_coding		IV	176829
WBGene00000898	daf-2	protein_coding		III	175410
WBGene00000899	daf-3	protein_coding		X	180431
WBGene00000900	daf-4	protein_coding		III	175781
WBGene00000901	daf-5	protein_coding		II	175054
WBGene00000902	daf-6	protein_coding		X	181584
WBGene00000903	daf-7	protein_coding		III	175237
WBGene00000904	daf-8	protein_coding		I	187612
WBGene00000905	daf-9	protein_coding		X	180889
WBGene00000906	daf-10	protein_coding		IV	184883
WBGene00000907	daf-11	protein_coding		V	179605
WBGene00000908	daf-12	protein_coding		X	181263
WBGene00000910	daf-14	protein_coding		IV	177908
WBGene00000911	daf-15	protein_coding		IV	177770
WBGene00000912	daf-16	protein_coding		I	172981
WBGene00000913	daf-18	protein_coding		IV	176869
WBGene00000914	daf-19	protein_coding		II	174577
WBGene00000915	hsp-90	protein_coding		V	179971
WBGene00000917	daf-25	protein_coding		I	171623
WBGene00000920	daf-28	protein_coding		V	191014
WBGene00000923	daf-31	protein_coding		IV	177622
WBGene00000928	dao-2	protein_coding		II	173793
WBGene00000929	dao-3	protein_coding		X	181065
WBGene00000930	dao-4	protein_coding		X	191146
WBGene00000931	dao-5	protein_coding		I	266845
WBGene00000932	dao-6	protein_coding		III	3564991
WBGene00000933	dap-3	protein_coding		II	174631
WBGene00000934	dat-1	protein_coding		III	176304
WBGene00000935	daz-1	protein_coding		II	173931
WBGene00000936	dbl-1	protein_coding		V	179068
WBGene00000937	dbr-1	protein_coding		I	172357
WBGene00000938	dcp-66	protein_coding		I	172507
WBGene00000939	dcr-1	protein_coding		III	176138
WBGene00000940	dcs-1	protein_coding		V	180315
WBGene00000941	ddp-1	protein_coding		III	175331
WBGene00000942	deb-1	protein_coding		IV	177482
WBGene00000950	deg-1	protein_coding		X	181035
WBGene00000951	deg-3	protein_coding		V	3565200
WBGene00000952	del-1	protein_coding		X	181534
WBGene00000953	del-2	protein_coding		IV	177796
WBGene00000955	des-2	protein_coding		V	179574
WBGene00000958	dgk-1	protein_coding		X	180452
WBGene00000959	dgk-2	protein_coding		X	180720
WBGene00000960	dgk-3	protein_coding		III	186262
WBGene00000961	dgn-1	protein_coding		X	181283
WBGene00000962	dhc-1	protein_coding		I	172041
WBGene00000963	dhp-1	protein_coding		I	172464
WBGene00000964	dhp-2	protein_coding		IV	177852
WBGene00000965	dhs-1	protein_coding		I	172172
WBGene00000966	dhs-2	protein_coding		I	172183
WBGene00000967	dhs-3	protein_coding		I	172603
WBGene00000968	dhs-4	protein_coding		I	172810
WBGene00000969	dhs-5	protein_coding		II	173930
WBGene00000970	dhs-6	protein_coding		II	3565470
WBGene00000971	dhs-7	protein_coding		II	174183
WBGene00000972	dhs-8	protein_coding		II	175108
WBGene00000973	dhs-9	protein_coding		III	175737
WBGene00000974	dhs-11	protein_coding		III	176485
WBGene00000975	dhs-12	protein_coding		IV	177888
WBGene00000976	dhs-13	protein_coding		V	178658
WBGene00000977	dhs-14	protein_coding		V	178738
WBGene00000978	dhs-15	protein_coding		V	178739
WBGene00000979	dhs-16	protein_coding		V	178983
WBGene00000980	dhs-17	protein_coding		V	178990
WBGene00000981	dhs-18	protein_coding		V	179529
WBGene00000982	dhs-19	protein_coding		V	179578
WBGene00000983	dhs-20	protein_coding		V	179590
WBGene00000984	dhs-21	protein_coding		V	179741
WBGene00000985	dhs-22	protein_coding		V	179940
WBGene00000986	dhs-23	protein_coding		V	180038
WBGene00000987	dhs-24	protein_coding		V	180306
WBGene00000988	dhs-25	protein_coding		X	180486
WBGene00000989	dhs-26	protein_coding		X	180624
WBGene00000990	dhs-27	protein_coding		X	180632
WBGene00000991	dhs-28	protein_coding		X	180950
WBGene00000992	dhs-29	protein_coding		X	181027
WBGene00000993	dhs-30	protein_coding		X	181761
WBGene00000994	dic-1	protein_coding		IV	24104403
WBGene00000995	die-1	protein_coding		II	174569
WBGene00000996	dif-1	protein_coding		IV	177530
WBGene00000998	dig-1	protein_coding		III	175951
WBGene00001000	dim-1	protein_coding		X	181062
WBGene00001001	dis-3	protein_coding		IV	177875
WBGene00001002	div-1	protein_coding		III	176439
WBGene00001005	dlc-1	protein_coding		III	175922
WBGene00001006	dlg-1	protein_coding		X	180819
WBGene00001007	dli-1	protein_coding		IV	178260
WBGene00001008	dlk-1	protein_coding		I	173128
WBGene00001016	dna-2	protein_coding		II	174809
WBGene00001017	dnc-1	protein_coding		IV	177987
WBGene00001018	dnc-2	protein_coding		III	175837
WBGene00001019	dnj-1	protein_coding		IV	178040
WBGene00001020	dnj-2	protein_coding		IV	178043
WBGene00001021	dnj-3	protein_coding		V	182084
WBGene00001022	dnj-4	protein_coding		I	172173
WBGene00001023	dnj-5	protein_coding		II	174122
WBGene00001025	dnj-7	protein_coding		X	180983
WBGene00001026	dnj-8	protein_coding		II	174093
WBGene00001027	dnj-9	protein_coding		II	3565947
WBGene00001028	dnj-10	protein_coding		III	176211
WBGene00001029	dnj-11	protein_coding		IV	177419
WBGene00001030	dnj-12	protein_coding		I	173341
WBGene00001031	dnj-13	protein_coding		II	3564910
WBGene00001032	dnj-14	protein_coding		X	180746
WBGene00001033	dnj-15	protein_coding		IV	187149
WBGene00001034	dnj-16	protein_coding		III	175540
WBGene00001035	dnj-17	protein_coding		III	176761
WBGene00001036	dnj-18	protein_coding		III	175616
WBGene00001037	dnj-19	protein_coding		V	3565862
WBGene00001038	dnj-20	protein_coding		II	174514
WBGene00001039	dnj-21	protein_coding		I	172231
WBGene00001040	dnj-22	protein_coding		V	179227
WBGene00001041	dnj-23	protein_coding		II	174451
WBGene00001042	dnj-24	protein_coding		III	175745
WBGene00001043	dnj-25	protein_coding		V	180356
WBGene00001044	dnj-26	protein_coding		IV	178171
WBGene00001045	dnj-27	protein_coding		I	173065
WBGene00001046	dnj-28	protein_coding		I	171870
WBGene00001047	dnj-29	protein_coding		I	173278
WBGene00001048	dnj-30	protein_coding		I	171833
WBGene00001049	dog-1	protein_coding		I	173370
WBGene00001050	dom-3	protein_coding		I	172124
WBGene00001051	cks-1	protein_coding		IV	177658
WBGene00001052	dop-1	protein_coding		X	180714
WBGene00001053	dop-2	protein_coding		V	179347
WBGene00001054	dpf-1	protein_coding		V	180042
WBGene00001055	dpf-2	protein_coding		X	181579
WBGene00001056	dpf-3	protein_coding		I	172409
WBGene00001057	dpf-4	protein_coding		III	175821
WBGene00001058	dpf-5	protein_coding		IV	177251
WBGene00001059	dpf-6	protein_coding		III	176132
WBGene00001060	dpf-7	protein_coding		IV	177250
WBGene00001061	dpl-1	protein_coding		II	174458
WBGene00001062	dpr-1	protein_coding		V	187759
WBGene00001063	dpy-1	protein_coding		III	175342
WBGene00001064	dpy-2	protein_coding		II	174107
WBGene00001065	dpy-3	protein_coding		X	180529
WBGene00001066	dpy-4	protein_coding		IV	178414
WBGene00001067	dpy-5	protein_coding		I	172197
WBGene00001068	dpy-6	protein_coding		X	181099
WBGene00001069	dpy-7	protein_coding		X	181013
WBGene00001070	dpy-8	protein_coding		X	180785
WBGene00001071	dpy-9	protein_coding		IV	176846
WBGene00001072	dpy-10	protein_coding		II	36805042
WBGene00001073	dpy-11	protein_coding		V	179040
WBGene00001074	dpy-13	protein_coding		IV	177187
WBGene00001075	dpy-14	protein_coding		I	172410
WBGene00001076	dpy-17	protein_coding		III	175696
WBGene00001077	dpy-18	protein_coding		III	176569
WBGene00001078	dpy-19	protein_coding		III	191628
WBGene00001079	dpy-20	protein_coding		IV	178105
WBGene00001080	dpy-21	protein_coding		V	180176
WBGene00001081	dpy-22	protein_coding		X	181194
WBGene00001082	dpy-23	protein_coding		X	180713
WBGene00001085	dpy-26	protein_coding		IV	178196
WBGene00001086	dpy-27	protein_coding		III	175492
WBGene00001087	dpy-28	protein_coding		III	176509
WBGene00001088	dpy-30	protein_coding		V	179671
WBGene00001089	dre-1	protein_coding		V	179045
WBGene00001090	drh-1	protein_coding		IV	177425
WBGene00001091	drh-2	pseudogene		IV	
WBGene00001092	dro-1	protein_coding		III	191629
WBGene00001093	drp-1	protein_coding		IV	177336
WBGene00001094	dars-1	protein_coding		III	176334
WBGene00001095	dars-2	protein_coding		V	3565124
WBGene00001096	dsc-1	protein_coding		X	181599
WBGene00001099	dsc-4	protein_coding		IV	176852
WBGene00001101	dsh-1	protein_coding		II	173894
WBGene00001102	dsh-2	protein_coding		II	266854
WBGene00001103	dsl-1	protein_coding		IV	176939
WBGene00001104	dsl-2	protein_coding		IV	176938
WBGene00001105	dsl-3	protein_coding		IV	176970
WBGene00001106	dsl-4	protein_coding		X	184563
WBGene00001107	dsl-5	protein_coding		IV	186492
WBGene00001108	dsl-6	protein_coding		IV	178063
WBGene00001109	dsl-7	protein_coding		V	3565725
WBGene00001110	duo-1	protein_coding		V	179586
WBGene00001111	duo-2	pseudogene		IV	
WBGene00001112	duo-3	protein_coding		I	172925
WBGene00001113	dur-1	protein_coding		IV	177846
WBGene00001115	dyb-1	protein_coding		I	171715
WBGene00001116	dyc-1	protein_coding		X	181515
WBGene00001117	dyf-1	protein_coding		I	172122
WBGene00001118	dyf-2	protein_coding		III	191342
WBGene00001119	dyf-3	protein_coding		IV	177107
WBGene00001121	dyf-5	protein_coding		I	187442
WBGene00001122	dyf-6	protein_coding		X	3565899
WBGene00001123	dyf-7	protein_coding		X	181183
WBGene00001127	dyf-11	protein_coding		X	180421
WBGene00001129	dyf-13	protein_coding		II	182970
WBGene00001130	dyn-1	protein_coding		X	181644
WBGene00001131	dys-1	protein_coding		I	173038
WBGene00001132	alp-1	protein_coding		IV	177701
WBGene00001133	eat-2	protein_coding		II	175072
WBGene00001134	eat-3	protein_coding		II	174476
WBGene00001135	eat-4	protein_coding		III	176291
WBGene00001136	eat-5	protein_coding		I	172480
WBGene00001137	eat-6	protein_coding		V	179796
WBGene00001145	eat-16	protein_coding		I	172823
WBGene00001147	eat-18	protein_coding		I	24105308
WBGene00001148	eat-20	protein_coding		X	181641
WBGene00001149	bcat-1	protein_coding		X	181423
WBGene00001150	ech-1.1	protein_coding		V	180037
WBGene00001151	ech-2	protein_coding		IV	3564942
WBGene00001152	ech-3	protein_coding		V	179180
WBGene00001153	ech-4	protein_coding		II	174665
